,Inside,Color,State,Shape,Material,Object,Finish,Metal Clip,Rubber Ring,Handle,Closure
2356,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2357,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2358,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2359,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2360,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2361,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2362,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2363,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2364,Empty,Translucent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2365,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2366,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2367,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2368,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2369,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2370,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2371,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2372,Empty,Transparent,Closed,Rectangular,Glass,Bottle,Twist,False,False,False,Screw
2373,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2374,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2375,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2376,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2377,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2378,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2379,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2380,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2381,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2382,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2383,Empty,Transparent,Open,Rectangular,Glass,Container,Snap,False,False,False,No
2384,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2385,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2386,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2387,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2388,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2389,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2390,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2391,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2392,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2393,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2394,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2395,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2396,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2397,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2398,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2399,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2400,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2401,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2402,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2403,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2404,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2405,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2406,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2407,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
2408,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2409,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2410,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2411,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2412,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2413,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2414,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2415,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2416,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2417,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2418,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2419,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2420,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2421,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2422,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2423,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2424,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2425,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2426,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2427,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2428,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2429,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2430,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2431,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2432,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2433,Empty,Transparent,Open,Complex,Glass,Bottle,Twist,False,False,False,No
2434,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2435,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2436,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2437,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2438,Empty,Transparent,Open,Complex,Glass,Bottle,Snap,False,False,False,No
2439,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2440,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2441,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2442,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2443,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2444,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2445,Empty,Transparent,Open,Oval,Glass,Bottle,Snap,False,False,False,No
2446,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2447,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2448,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2449,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2450,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2451,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2452,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2453,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2454,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2455,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2456,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2457,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2458,Empty,Transparent,Open,Rectangular,Glass,Container,Snap,False,False,False,No
2459,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2460,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2461,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2462,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2463,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
2464,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2465,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2466,Empty,Transparent,Closed,Cylindrical,Glass,Jar,Twist,False,False,False,Screw
2467,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2468,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2469,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2470,Empty,Transparent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2471,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2472,Empty,Transparent,Open,Cylindrical,Glass,Jar,Snap,False,False,False,No
2473,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2474,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2475,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2476,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2477,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2478,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2479,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2480,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2481,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2482,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2483,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2484,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2485,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2486,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2487,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2488,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2489,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2490,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2491,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2492,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2493,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2494,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2495,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2496,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2497,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2498,Empty,Transparent,Closed,Cylindrical,Glass,Bottle,Twist,False,False,False,Screw
2499,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2500,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2501,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2502,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2503,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2504,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2505,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2506,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2507,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2508,Empty,Translucent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2509,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2510,Empty,Translucent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2511,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2512,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2513,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2514,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2515,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2516,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2517,Empty,Translucent,Open,Cylindrical,Glass,Jar,Twist,False,False,False,No
2518,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2519,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2520,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2521,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2522,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2523,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2524,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2525,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2526,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2527,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2528,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2529,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2530,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2531,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2532,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2533,Empty,Translucent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2534,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2535,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2536,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2537,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2538,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2539,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2540,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2541,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2542,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2543,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2544,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2545,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2546,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2547,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2548,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2549,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2550,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2551,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2552,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2553,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2554,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2555,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2556,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2557,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2558,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2559,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2560,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2561,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2562,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2563,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2564,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2565,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2566,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2567,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2568,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2569,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2570,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2571,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2572,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2573,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2574,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2575,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2576,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2577,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2578,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2579,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2580,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2581,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2582,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2583,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2584,Empty,Transparent,Open,Rectangular,Glass,Bottle,Twist,False,False,False,No
2585,Empty,Transparent,Open,Rectangular,Glass,Bottle,Snap,False,False,False,No
2586,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2587,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2588,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2589,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Twist,False,False,True,No
2590,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2591,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2592,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2593,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,True,No
2594,Empty,Transparent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2595,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2596,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
2597,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2598,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Snap,False,False,False,No
2599,Empty,Transparent,Open,Complex,Glass,Bottle,Snap,False,False,False,No
2600,Empty,Translucent,Open,Cylindrical,Glass,Bottle,Twist,False,False,False,No
